sequence_id,recording_id,channel_count,user_id,bin_bytes,samples,duration_s,flags_count,flags,rpeaks_count,rpeak_ann_counts,json_ok,annotated_noises_count,annotated_noises_fraction,has_comment,json_keys
659ec124870b3d1d1630be39,659ebe17870b3dc2a830bc59,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,806,"{""N"": 806}",True,13,0.02516015625,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe17870b3dc60c30bc1b,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,454,"{""N"": 454}",True,1,0.000890625,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe17870b3dcc3a30bc47,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,734,"{""N"": 734}",True,9,0.0134453125,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe17870b3dd83730bc3c,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,719,"{""N"": 719}",True,11,0.03951171875,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe17870b3de41430bc1f,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,490,"{""N"": 490}",True,0,0.0,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe17870b3de7e330bc28,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,493,"{""N"": 493}",True,1,0.000953125,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe17870b3deed230bc2c,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,500,"{""N"": 500}",True,0,0.0,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe17870b3dfe3430bc5a,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,704,"{""N"": 704}",True,26,0.08842578125,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3d045b30bc7b,1,65955b5f50e02b125d4998ad,512000,256000,1280.0,0,,741,"{""N"": 741}",True,14,0.0634375,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
659ec124870b3d1d1630be39,659ebe18870b3d10ef30bc8e,1,65955b5f50e02b125d4998ad,511996,255998,1279.99,0,,684,"{""N"": 684}",True,3,0.016250126954116827,False,channelCount|comment|flags|noises|noises_annotated|recordingId|rpeakAnnotationCounts|rpeaks|userId
