nr,file_name,rec_id,uid,samples,dur_s,rpk_cnt,annN,annS,annV,annU,ann_nz_cnt,ann_nz_frac,nz_cnt,nz_frac
1,1704481.565,659ebcdd870b3d1d6e30bb61,65955b5f50e02b125d4998ad,128000,640.0,503,503,0,0,0,0,0.0,0,0.0
